p,D,seed,DX,D_diff,time,error
0.0,0.0,12,0.08928571428571427,40.0,0.66,0.23873111046918527
0.0,0.0,12,0.08928571428571427,40.0,0.67,0.23826834066362407
0.0,0.0,12,0.08928571428571427,40.0,0.68,0.2451352487335997
0.0,0.0,12,0.08928571428571427,40.0,0.6900000000000001,0.24844761226469106
0.0,0.0,12,0.08928571428571427,40.0,0.7000000000000001,0.25142316374839996
0.0,0.0,12,0.08928571428571427,40.0,0.71,0.24903327429207206
0.0,0.0,12,0.08928571428571427,40.0,0.72,0.24425282968905776
0.0,0.0,12,0.08928571428571427,40.0,0.73,0.2557817201917694
0.0,0.0,12,0.08928571428571427,40.0,0.74,0.25228645449641596
0.0,0.0,12,0.08928571428571427,40.0,0.75,0.24646961431340336
0.0,0.0,12,0.08928571428571427,50.0,0.0,0.43699444925832265
0.0,0.0,12,0.08928571428571427,50.0,0.01,0.40077359691235104
0.0,0.0,12,0.08928571428571427,50.0,0.02,0.370481270251304
0.0,0.0,12,0.08928571428571427,50.0,0.03,0.34907279536375785
0.0,0.0,12,0.08928571428571427,50.0,0.04,0.3658069435986232
0.0,0.0,12,0.08928571428571427,50.0,0.05,0.3632546068713851
0.0,0.0,12,0.08928571428571427,50.0,0.06,0.35969570205896917
0.0,0.0,12,0.08928571428571427,50.0,0.07,0.35015932421541385
0.0,0.0,12,0.08928571428571427,50.0,0.08,0.3453212147170902
0.0,0.0,12,0.08928571428571427,50.0,0.09,0.32380062473250776
0.0,0.0,12,0.08928571428571427,50.0,0.1,0.3146723984482064
0.0,0.0,12,0.08928571428571427,50.0,0.11,0.31671509382894714
0.0,0.0,12,0.08928571428571427,50.0,0.12,0.32907036013830976
0.0,0.0,12,0.08928571428571427,50.0,0.13,0.3261518748194985
0.0,0.0,12,0.08928571428571427,50.0,0.14,0.32156317838360826
0.0,0.0,12,0.08928571428571427,50.0,0.15,0.31323433209305285
0.0,0.0,12,0.08928571428571427,50.0,0.16,0.3103310188990424
0.0,0.0,12,0.08928571428571427,50.0,0.17,0.3088502849334916
0.0,0.0,12,0.08928571428571427,50.0,0.18,0.30398874124170816
0.0,0.0,12,0.08928571428571427,50.0,0.19,0.29817188774254755
0.0,0.0,12,0.08928571428571427,50.0,0.2,0.2959594910941958
0.0,0.0,12,0.08928571428571427,50.0,0.21,0.29726849911681585
0.0,0.0,12,0.08928571428571427,50.0,0.22,0.2993980570946033
0.0,0.0,12,0.08928571428571427,50.0,0.23,0.2903673241851322
0.0,0.0,12,0.08928571428571427,50.0,0.24,0.2887501401186696
0.0,0.0,12,0.08928571428571427,50.0,0.25,0.290054352040739
0.0,0.0,12,0.08928571428571427,50.0,0.26,0.2894598506811147
0.0,0.0,12,0.08928571428571427,50.0,0.27,0.2889000485512078
0.0,0.0,12,0.08928571428571427,50.0,0.28,0.2883233680783316
0.0,0.0,12,0.08928571428571427,50.0,0.29,0.2875458896891887
0.0,0.0,12,0.08928571428571427,50.0,0.3,0.28505938252846585
0.0,0.0,12,0.08928571428571427,50.0,0.31,0.27815669205828014
0.0,0.0,12,0.08928571428571427,50.0,0.32,0.27024572540598407
0.0,0.0,12,0.08928571428571427,50.0,0.33,0.26612496745127445
0.0,0.0,12,0.08928571428571427,50.0,0.34,0.26803957824872393
0.0,0.0,12,0.08928571428571427,50.0,0.35000000000000003,0.26867634659888073
0.0,0.0,12,0.08928571428571427,50.0,0.36,0.26723032523352713
0.0,0.0,12,0.08928571428571427,50.0,0.37,0.26974517576577767
0.0,0.0,12,0.08928571428571427,50.0,0.38,0.2666990195796051
0.0,0.0,12,0.08928571428571427,50.0,0.39,0.26461202332047673
0.0,0.0,12,0.08928571428571427,50.0,0.4,0.2737825840423324
0.0,0.0,12,0.08928571428571427,50.0,0.41000000000000003,0.279814557961454
0.0,0.0,12,0.08928571428571427,50.0,0.42,0.27844680003262884
0.0,0.0,12,0.08928571428571427,50.0,0.43,0.27467933731710736
0.0,0.0,12,0.08928571428571427,50.0,0.44,0.2654542385708167
0.0,0.0,12,0.08928571428571427,50.0,0.45,0.2578041871310541
0.0,0.0,12,0.08928571428571427,50.0,0.46,0.25334851087382043
0.0,0.0,12,0.08928571428571427,50.0,0.47000000000000003,0.24815813901012157
0.0,0.0,12,0.08928571428571427,50.0,0.48,0.24867489035883106
0.0,0.0,12,0.08928571428571427,50.0,0.49,0.25195014666998305
0.0,0.0,12,0.08928571428571427,50.0,0.5,0.2501216650611202
0.0,0.0,12,0.08928571428571427,50.0,0.51,0.2565561830059867
0.0,0.0,12,0.08928571428571427,50.0,0.52,0.25647989312689895
0.0,0.0,12,0.08928571428571427,50.0,0.53,0.2592103636788482
0.0,0.0,12,0.08928571428571427,50.0,0.54,0.25985668543960655
0.0,0.0,12,0.08928571428571427,50.0,0.55,0.26092673741185535
0.0,0.0,12,0.08928571428571427,50.0,0.56,0.2564462575921516
0.0,0.0,12,0.08928571428571427,50.0,0.5700000000000001,0.2554086880917765
0.0,0.0,12,0.08928571428571427,50.0,0.58,0.2586601678017026
0.0,0.0,12,0.08928571428571427,50.0,0.59,0.2501898617756096
0.0,0.0,12,0.08928571428571427,50.0,0.6,0.24436017439486224
0.0,0.0,12,0.08928571428571427,50.0,0.61,0.24009701836755698
0.0,0.0,12,0.08928571428571427,50.0,0.62,0.24192336753172397
