seed,dx,D_diff,time,abs_theta_error
18,0.05,5.0,0.2,45
18,0.05,5.0,0.22,0
18,0.05,5.0,0.24,45
18,0.05,5.0,0.26,0
18,0.05,5.0,0.28,45
18,0.05,5.0,0.3,135
18,0.05,5.0,0.32,45
18,0.05,5.0,0.34,45
18,0.05,5.0,0.36,45
18,0.05,5.0,0.38,0
18,0.05,5.0,0.4,135
18,0.05,5.0,0.42,90
18,0.05,5.0,0.44,0
18,0.05,5.0,0.46,90
18,0.05,5.0,0.48,90
18,0.05,5.0,0.5,135
18,0.05,5.0,0.52,45
18,0.05,5.0,0.54,0
18,0.05,5.0,0.56,0
18,0.05,5.0,0.58,0
18,0.05,5.0,0.6,45
18,0.05,5.0,0.62,90
18,0.05,5.0,0.64,45
18,0.05,5.0,0.66,90
18,0.05,5.0,0.68,45
18,0.05,5.0,0.7000000000000001,135
18,0.05,5.0,0.72,180
18,0.05,5.0,0.74,0
18,0.05,10.0,0.0,0
18,0.05,10.0,0.02,90
18,0.05,10.0,0.04,0
18,0.05,10.0,0.06,0
18,0.05,10.0,0.08,0
18,0.05,10.0,0.1,90
18,0.05,10.0,0.12,135
18,0.05,10.0,0.14,135
18,0.05,10.0,0.16,90
18,0.05,10.0,0.18,0
18,0.05,10.0,0.2,135
18,0.05,10.0,0.22,180
18,0.05,10.0,0.24,45
18,0.05,10.0,0.26,0
18,0.05,10.0,0.28,90
18,0.05,10.0,0.3,0
18,0.05,10.0,0.32,90
18,0.05,10.0,0.34,0
18,0.05,10.0,0.36,0
18,0.05,10.0,0.38,90
18,0.05,10.0,0.4,0
18,0.05,10.0,0.42,0
18,0.05,10.0,0.44,0
18,0.05,10.0,0.46,0
18,0.05,10.0,0.48,45
18,0.05,10.0,0.5,135
18,0.05,10.0,0.52,90
18,0.05,10.0,0.54,90
18,0.05,10.0,0.56,180
18,0.05,10.0,0.58,90
18,0.05,10.0,0.6,0
18,0.05,10.0,0.62,180
18,0.05,10.0,0.64,45
18,0.05,10.0,0.66,45
18,0.05,10.0,0.68,45
18,0.05,10.0,0.7000000000000001,45
18,0.05,10.0,0.72,0
18,0.05,10.0,0.74,0
18,0.05,15.0,0.0,45
18,0.05,15.0,0.02,0
18,0.05,15.0,0.04,0
18,0.05,15.0,0.06,180
18,0.05,15.0,0.08,45
18,0.05,15.0,0.1,45
18,0.05,15.0,0.12,45
18,0.05,15.0,0.14,0
18,0.05,15.0,0.16,45
18,0.05,15.0,0.18,45
18,0.05,15.0,0.2,45
18,0.05,15.0,0.22,45
18,0.05,15.0,0.24,45
18,0.05,15.0,0.26,0
18,0.05,15.0,0.28,90
18,0.05,15.0,0.3,90
18,0.05,15.0,0.32,0
18,0.05,15.0,0.34,0
18,0.05,15.0,0.36,0
18,0.05,15.0,0.38,45
18,0.05,15.0,0.4,180
18,0.05,15.0,0.42,180
18,0.05,15.0,0.44,90
18,0.05,15.0,0.46,45
18,0.05,15.0,0.48,0
18,0.05,15.0,0.5,90
18,0.05,15.0,0.52,90
18,0.05,15.0,0.54,45
18,0.05,15.0,0.56,0
18,0.05,15.0,0.58,45
18,0.05,15.0,0.6,45
18,0.05,15.0,0.62,135
18,0.05,15.0,0.64,180
18,0.05,15.0,0.66,135
18,0.05,15.0,0.68,0
18,0.05,15.0,0.7000000000000001,135
18,0.05,15.0,0.72,180
18,0.05,15.0,0.74,90
18,0.05,20.0,0.0,0
18,0.05,20.0,0.02,180
18,0.05,20.0,0.04,135
18,0.05,20.0,0.06,45
18,0.05,20.0,0.08,180
18,0.05,20.0,0.1,45
18,0.05,20.0,0.12,90
18,0.05,20.0,0.14,45
18,0.05,20.0,0.16,45
18,0.05,20.0,0.18,0
18,0.05,20.0,0.2,0
18,0.05,20.0,0.22,180
18,0.05,20.0,0.24,135
18,0.05,20.0,0.26,45
18,0.05,20.0,0.28,0
18,0.05,20.0,0.3,180
18,0.05,20.0,0.32,90
18,0.05,20.0,0.34,90
18,0.05,20.0,0.36,45
18,0.05,20.0,0.38,180
18,0.05,20.0,0.4,135
18,0.05,20.0,0.42,180
18,0.05,20.0,0.44,90
18,0.05,20.0,0.46,135
18,0.05,20.0,0.48,135
18,0.05,20.0,0.5,45
18,0.05,20.0,0.52,45
18,0.05,20.0,0.54,0
18,0.05,20.0,0.56,0
18,0.05,20.0,0.58,135
18,0.05,20.0,0.6,180
18,0.05,20.0,0.62,0
18,0.05,20.0,0.64,90
18,0.05,20.0,0.66,45
18,0.05,20.0,0.68,0
18,0.05,20.0,0.7000000000000001,45
18,0.05,20.0,0.72,0
18,0.05,20.0,0.74,45
18,0.05,25.0,0.0,45
18,0.05,25.0,0.02,90
18,0.05,25.0,0.04,90
18,0.05,25.0,0.06,45
18,0.05,25.0,0.08,45
18,0.05,25.0,0.1,45
18,0.05,25.0,0.12,45
18,0.05,25.0,0.14,0
18,0.05,25.0,0.16,0
18,0.05,25.0,0.18,135
18,0.05,25.0,0.2,45
18,0.05,25.0,0.22,45
18,0.05,25.0,0.24,90
18,0.05,25.0,0.26,90
18,0.05,25.0,0.28,90
18,0.05,25.0,0.3,90
18,0.05,25.0,0.32,135
18,0.05,25.0,0.34,0
18,0.05,25.0,0.36,90
18,0.05,25.0,0.38,90
18,0.05,25.0,0.4,135
18,0.05,25.0,0.42,90
18,0.05,25.0,0.44,0
18,0.05,25.0,0.46,0
18,0.05,25.0,0.48,90
18,0.05,25.0,0.5,0
18,0.05,25.0,0.52,135
18,0.05,25.0,0.54,180
18,0.05,25.0,0.56,0
18,0.05,25.0,0.58,135
18,0.05,25.0,0.6,45
18,0.05,25.0,0.62,135
18,0.05,25.0,0.64,180
18,0.05,25.0,0.66,180
18,0.05,25.0,0.68,180
18,0.05,25.0,0.7000000000000001,135
18,0.05,25.0,0.72,45
18,0.05,25.0,0.74,0
18,0.05,30.0,0.0,0
18,0.05,30.0,0.02,90
18,0.05,30.0,0.04,180
18,0.05,30.0,0.06,135
18,0.05,30.0,0.08,90
18,0.05,30.0,0.1,45
18,0.05,30.0,0.12,45
18,0.05,30.0,0.14,135
18,0.05,30.0,0.16,90
18,0.05,30.0,0.18,180
18,0.05,30.0,0.2,45
18,0.05,30.0,0.22,180
18,0.05,30.0,0.24,135
18,0.05,30.0,0.26,45
18,0.05,30.0,0.28,180
18,0.05,30.0,0.3,0
18,0.05,30.0,0.32,45
18,0.05,30.0,0.34,0
18,0.05,30.0,0.36,45
18,0.05,30.0,0.38,135
18,0.05,30.0,0.4,90
18,0.05,30.0,0.42,45
18,0.05,30.0,0.44,45
18,0.05,30.0,0.46,180
18,0.05,30.0,0.48,0
18,0.05,30.0,0.5,0
18,0.05,30.0,0.52,90
18,0.05,30.0,0.54,45
18,0.05,30.0,0.56,0
18,0.05,30.0,0.58,0
18,0.05,30.0,0.6,45
18,0.05,30.0,0.62,0
18,0.05,30.0,0.64,0
18,0.05,30.0,0.66,45
18,0.05,30.0,0.68,90
18,0.05,30.0,0.7000000000000001,45
18,0.05,30.0,0.72,45
18,0.05,30.0,0.74,45
18,0.05,40.0,0.0,90
18,0.05,40.0,0.02,135
18,0.05,40.0,0.04,135
18,0.05,40.0,0.06,135
18,0.05,40.0,0.08,135
18,0.05,40.0,0.1,90
18,0.05,40.0,0.12,45
18,0.05,40.0,0.14,45
18,0.05,40.0,0.16,90
18,0.05,40.0,0.18,135
18,0.05,40.0,0.2,180
18,0.05,40.0,0.22,45
18,0.05,40.0,0.24,0
18,0.05,40.0,0.26,45
18,0.05,40.0,0.28,135
18,0.05,40.0,0.3,45
18,0.05,40.0,0.32,135
18,0.05,40.0,0.34,90
18,0.05,40.0,0.36,45
18,0.05,40.0,0.38,0
18,0.05,40.0,0.4,135
18,0.05,40.0,0.42,45
18,0.05,40.0,0.44,180
18,0.05,40.0,0.46,0
18,0.05,40.0,0.48,135
18,0.05,40.0,0.5,135
18,0.05,40.0,0.52,45
18,0.05,40.0,0.54,45
18,0.05,40.0,0.56,45
18,0.05,40.0,0.58,135
18,0.05,40.0,0.6,90
18,0.05,40.0,0.62,45
18,0.05,40.0,0.64,90
18,0.05,40.0,0.66,45
18,0.05,40.0,0.68,135
18,0.05,40.0,0.7000000000000001,0
18,0.05,40.0,0.72,0
18,0.05,40.0,0.74,135
18,0.05,50.0,0.0,0
18,0.05,50.0,0.02,180
18,0.05,50.0,0.04,90
18,0.05,50.0,0.06,45
18,0.05,50.0,0.08,90
18,0.05,50.0,0.1,90
18,0.05,50.0,0.12,0
18,0.05,50.0,0.14,180
18,0.05,50.0,0.16,135
18,0.05,50.0,0.18,135
18,0.05,50.0,0.2,0
18,0.05,50.0,0.22,0
18,0.05,50.0,0.24,45
18,0.05,50.0,0.26,135
18,0.05,50.0,0.28,135
18,0.05,50.0,0.3,180
18,0.05,50.0,0.32,180
18,0.05,50.0,0.34,90
18,0.05,50.0,0.36,0
18,0.05,50.0,0.38,0
18,0.05,50.0,0.4,45
18,0.05,50.0,0.42,45
18,0.05,50.0,0.44,0
18,0.05,50.0,0.46,0
18,0.05,50.0,0.48,45
18,0.05,50.0,0.5,135
18,0.05,50.0,0.52,0
18,0.05,50.0,0.54,0
18,0.05,50.0,0.56,45
18,0.05,50.0,0.58,135
18,0.05,50.0,0.6,0
18,0.05,50.0,0.62,45
18,0.05,50.0,0.64,0
18,0.05,50.0,0.66,180
18,0.05,50.0,0.68,135
18,0.05,50.0,0.7000000000000001,135
18,0.05,50.0,0.72,135
18,0.05,50.0,0.74,45
18,0.05,100.0,0.0,0
18,0.05,100.0,0.02,45
18,0.05,100.0,0.04,90
18,0.05,100.0,0.06,45
18,0.05,100.0,0.08,45
18,0.05,100.0,0.1,45
18,0.05,100.0,0.12,0
18,0.05,100.0,0.14,45
18,0.05,100.0,0.16,0
18,0.05,100.0,0.18,90
18,0.05,100.0,0.2,45
18,0.05,100.0,0.22,135
18,0.05,100.0,0.24,180
18,0.05,100.0,0.26,135
18,0.05,100.0,0.28,135
18,0.05,100.0,0.3,135
18,0.05,100.0,0.32,45
18,0.05,100.0,0.34,0
18,0.05,100.0,0.36,0
18,0.05,100.0,0.38,90
18,0.05,100.0,0.4,180
18,0.05,100.0,0.42,45
18,0.05,100.0,0.44,45
18,0.05,100.0,0.46,45
18,0.05,100.0,0.48,45
18,0.05,100.0,0.5,45
18,0.05,100.0,0.52,45
18,0.05,100.0,0.54,90
18,0.05,100.0,0.56,135
18,0.05,100.0,0.58,45
18,0.05,100.0,0.6,0
18,0.05,100.0,0.62,90
18,0.05,100.0,0.64,90
18,0.05,100.0,0.66,135
18,0.05,100.0,0.68,0
18,0.05,100.0,0.7000000000000001,180
18,0.05,100.0,0.72,0
18,0.05,100.0,0.74,45
19,0.05,0.0,0.0,0
19,0.05,0.0,0.02,45
19,0.05,0.0,0.04,0
19,0.05,0.0,0.06,0
19,0.05,0.0,0.08,0
19,0.05,0.0,0.1,0
19,0.05,0.0,0.12,45
19,0.05,0.0,0.14,135
19,0.05,0.0,0.16,0
19,0.05,0.0,0.18,90
19,0.05,0.0,0.2,45
19,0.05,0.0,0.22,90
19,0.05,0.0,0.24,180
19,0.05,0.0,0.26,45
19,0.05,0.0,0.28,135
19,0.05,0.0,0.3,135
19,0.05,0.0,0.32,90
19,0.05,0.0,0.34,45
19,0.05,0.0,0.36,0
19,0.05,0.0,0.38,45
19,0.05,0.0,0.4,0
19,0.05,0.0,0.42,0
19,0.05,0.0,0.44,90
19,0.05,0.0,0.46,0
19,0.05,0.0,0.48,45
19,0.05,0.0,0.5,0
19,0.05,0.0,0.52,0
19,0.05,0.0,0.54,45
19,0.05,0.0,0.56,90
19,0.05,0.0,0.58,0
19,0.05,0.0,0.6,135
19,0.05,0.0,0.62,0
19,0.05,0.0,0.64,135
19,0.05,0.0,0.66,0
19,0.05,0.0,0.68,0
19,0.05,0.0,0.7000000000000001,90
19,0.05,0.0,0.72,45
19,0.05,0.0,0.74,135
19,0.05,5.0,0.0,135
19,0.05,5.0,0.02,0
19,0.05,5.0,0.04,45
19,0.05,5.0,0.06,180
19,0.05,5.0,0.08,0
19,0.05,5.0,0.1,0
19,0.05,5.0,0.12,45
19,0.05,5.0,0.14,0
19,0.05,5.0,0.16,90
19,0.05,5.0,0.18,135
19,0.05,5.0,0.2,135
19,0.05,5.0,0.22,45
19,0.05,5.0,0.24,0
19,0.05,5.0,0.26,0
19,0.05,5.0,0.28,45
19,0.05,5.0,0.3,0
19,0.05,5.0,0.32,90
19,0.05,5.0,0.34,45
19,0.05,5.0,0.36,0
19,0.05,5.0,0.38,0
19,0.05,5.0,0.4,0
19,0.05,5.0,0.42,0
19,0.05,5.0,0.44,0
19,0.05,5.0,0.46,0
19,0.05,5.0,0.48,0
19,0.05,5.0,0.5,45
19,0.05,5.0,0.52,0
19,0.05,5.0,0.54,0
19,0.05,5.0,0.56,0
19,0.05,5.0,0.58,0
19,0.05,5.0,0.6,90
19,0.05,5.0,0.62,0
19,0.05,5.0,0.64,45
19,0.05,5.0,0.66,0
19,0.05,5.0,0.68,0
19,0.05,5.0,0.7000000000000001,135
19,0.05,5.0,0.72,45
19,0.05,5.0,0.74,135
19,0.05,10.0,0.0,135
19,0.05,10.0,0.02,135
19,0.05,10.0,0.04,45
19,0.05,10.0,0.06,0
19,0.05,10.0,0.08,0
19,0.05,10.0,0.1,90
19,0.05,10.0,0.12,45
19,0.05,10.0,0.14,45
19,0.05,10.0,0.16,45
19,0.05,10.0,0.18,45
19,0.05,10.0,0.2,0
19,0.05,10.0,0.22,135
19,0.05,10.0,0.24,90
19,0.05,10.0,0.26,90
19,0.05,10.0,0.28,0
19,0.05,10.0,0.3,0
19,0.05,10.0,0.32,90
19,0.05,10.0,0.34,0
19,0.05,10.0,0.36,0
19,0.05,10.0,0.38,0
19,0.05,10.0,0.4,0
19,0.05,10.0,0.42,90
19,0.05,10.0,0.44,90
19,0.05,10.0,0.46,45
19,0.05,10.0,0.48,45
19,0.05,10.0,0.5,0
19,0.05,10.0,0.52,0
19,0.05,10.0,0.54,135
19,0.05,10.0,0.56,180
19,0.05,10.0,0.58,45
19,0.05,10.0,0.6,0
19,0.05,10.0,0.62,45
19,0.05,10.0,0.64,45
19,0.05,10.0,0.66,45
19,0.05,10.0,0.68,180
19,0.05,10.0,0.7000000000000001,0
19,0.05,10.0,0.72,45
19,0.05,10.0,0.74,90
19,0.05,15.0,0.0,135
19,0.05,15.0,0.02,45
19,0.05,15.0,0.04,45
19,0.05,15.0,0.06,90
19,0.05,15.0,0.08,90
19,0.05,15.0,0.1,0
19,0.05,15.0,0.12,135
19,0.05,15.0,0.14,0
19,0.05,15.0,0.16,45
19,0.05,15.0,0.18,180
19,0.05,15.0,0.2,0
19,0.05,15.0,0.22,90
19,0.05,15.0,0.24,45
19,0.05,15.0,0.26,45
19,0.05,15.0,0.28,45
19,0.05,15.0,0.3,45
19,0.05,15.0,0.32,45
19,0.05,15.0,0.34,0
19,0.05,15.0,0.36,0
19,0.05,15.0,0.38,45
19,0.05,15.0,0.4,0
19,0.05,15.0,0.42,45
19,0.05,15.0,0.44,0
19,0.05,15.0,0.46,180
19,0.05,15.0,0.48,135
19,0.05,15.0,0.5,180
19,0.05,15.0,0.52,0
19,0.05,15.0,0.54,0
19,0.05,15.0,0.56,0
19,0.05,15.0,0.58,0
19,0.05,15.0,0.6,180
19,0.05,15.0,0.62,90
19,0.05,15.0,0.64,45
19,0.05,15.0,0.66,135
19,0.05,15.0,0.68,135
19,0.05,15.0,0.7000000000000001,0
19,0.05,15.0,0.72,45
19,0.05,15.0,0.74,45
19,0.05,20.0,0.0,45
19,0.05,20.0,0.02,90
19,0.05,20.0,0.04,45
19,0.05,20.0,0.06,45
19,0.05,20.0,0.08,135
19,0.05,20.0,0.1,180
19,0.05,20.0,0.12,0
19,0.05,20.0,0.14,45
19,0.05,20.0,0.16,0
19,0.05,20.0,0.18,0
19,0.05,20.0,0.2,45
19,0.05,20.0,0.22,45
19,0.05,20.0,0.24,90
19,0.05,20.0,0.26,135
19,0.05,20.0,0.28,45
19,0.05,20.0,0.3,45
19,0.05,20.0,0.32,0
19,0.05,20.0,0.34,0
19,0.05,20.0,0.36,45
19,0.05,20.0,0.38,0
19,0.05,20.0,0.4,45
19,0.05,20.0,0.42,0
19,0.05,20.0,0.44,0
19,0.05,20.0,0.46,90
19,0.05,20.0,0.48,45
19,0.05,20.0,0.5,45
19,0.05,20.0,0.52,135
19,0.05,20.0,0.54,135
19,0.05,20.0,0.56,90
19,0.05,20.0,0.58,180
19,0.05,20.0,0.6,0
19,0.05,20.0,0.62,45
19,0.05,20.0,0.64,0
19,0.05,20.0,0.66,135
19,0.05,20.0,0.68,90
19,0.05,20.0,0.7000000000000001,0
19,0.05,20.0,0.72,135
19,0.05,20.0,0.74,180
19,0.05,25.0,0.0,0
19,0.05,25.0,0.02,0
19,0.05,25.0,0.04,0
19,0.05,25.0,0.06,0
19,0.05,25.0,0.08,90
19,0.05,25.0,0.1,0
19,0.05,25.0,0.12,0
19,0.05,25.0,0.14,45
19,0.05,25.0,0.16,90
19,0.05,25.0,0.18,45
19,0.05,25.0,0.2,45
19,0.05,25.0,0.22,90
19,0.05,25.0,0.24,135
19,0.05,25.0,0.26,0
19,0.05,25.0,0.28,135
19,0.05,25.0,0.3,135
19,0.05,25.0,0.32,135
19,0.05,25.0,0.34,45
19,0.05,25.0,0.36,180
19,0.05,25.0,0.38,135
19,0.05,25.0,0.4,45
19,0.05,25.0,0.42,90
19,0.05,25.0,0.44,0
19,0.05,25.0,0.46,45
19,0.05,25.0,0.48,45
19,0.05,25.0,0.5,45
19,0.05,25.0,0.52,135
19,0.05,25.0,0.54,0
19,0.05,25.0,0.56,0
19,0.05,25.0,0.58,45
19,0.05,25.0,0.6,180
19,0.05,25.0,0.62,180
19,0.05,25.0,0.64,0
19,0.05,25.0,0.66,0
19,0.05,25.0,0.68,45
19,0.05,25.0,0.7000000000000001,45
19,0.05,25.0,0.72,135
19,0.05,25.0,0.74,180
19,0.05,30.0,0.0,0
19,0.05,30.0,0.02,0
19,0.05,30.0,0.04,45
19,0.05,30.0,0.06,0
19,0.05,30.0,0.08,180
19,0.05,30.0,0.1,135
19,0.05,30.0,0.12,0
19,0.05,30.0,0.14,45
19,0.05,30.0,0.16,135
19,0.05,30.0,0.18,180
19,0.05,30.0,0.2,45
19,0.05,30.0,0.22,45
19,0.05,30.0,0.24,45
19,0.05,30.0,0.26,45
19,0.05,30.0,0.28,0
19,0.05,30.0,0.3,180
19,0.05,30.0,0.32,135
19,0.05,30.0,0.34,135
19,0.05,30.0,0.36,90
19,0.05,30.0,0.38,180
19,0.05,30.0,0.4,90
19,0.05,30.0,0.42,135
19,0.05,30.0,0.44,135
19,0.05,30.0,0.46,135
19,0.05,30.0,0.48,0
19,0.05,30.0,0.5,0
19,0.05,30.0,0.52,180
19,0.05,30.0,0.54,180
19,0.05,30.0,0.56,180
19,0.05,30.0,0.58,135
19,0.05,30.0,0.6,135
19,0.05,30.0,0.62,0
19,0.05,30.0,0.64,0
19,0.05,30.0,0.66,0
19,0.05,30.0,0.68,180
19,0.05,30.0,0.7000000000000001,45
19,0.05,30.0,0.72,135
19,0.05,30.0,0.74,180
19,0.05,40.0,0.0,45
19,0.05,40.0,0.02,90
19,0.05,40.0,0.04,45
19,0.05,40.0,0.06,0
19,0.05,40.0,0.08,90
19,0.05,40.0,0.1,45
19,0.05,40.0,0.12,180
19,0.05,40.0,0.14,180
19,0.05,40.0,0.16,90
19,0.05,40.0,0.18,135
19,0.05,40.0,0.2,135
19,0.05,40.0,0.22,135
19,0.05,40.0,0.24,45
19,0.05,40.0,0.26,0
19,0.05,40.0,0.28,45
19,0.05,40.0,0.3,90
19,0.05,40.0,0.32,90
19,0.05,40.0,0.34,135
19,0.05,40.0,0.36,45
19,0.05,40.0,0.38,90
19,0.05,40.0,0.4,0
19,0.05,40.0,0.42,0
19,0.05,40.0,0.44,45
19,0.05,40.0,0.46,135
19,0.05,40.0,0.48,135
19,0.05,40.0,0.5,0
19,0.05,40.0,0.52,0
19,0.05,40.0,0.54,135
19,0.05,40.0,0.56,180
19,0.05,40.0,0.58,90
19,0.05,40.0,0.6,90
19,0.05,40.0,0.62,90
19,0.05,40.0,0.64,45
19,0.05,40.0,0.66,90
19,0.05,40.0,0.68,135
19,0.05,40.0,0.7000000000000001,0
19,0.05,40.0,0.72,0
19,0.05,40.0,0.74,0
19,0.05,50.0,0.0,0
19,0.05,50.0,0.02,45
19,0.05,50.0,0.04,90
19,0.05,50.0,0.06,45
19,0.05,50.0,0.08,0
19,0.05,50.0,0.1,0
19,0.05,50.0,0.12,0
19,0.05,50.0,0.14,135
19,0.05,50.0,0.16,135
19,0.05,50.0,0.18,135
19,0.05,50.0,0.2,180
19,0.05,50.0,0.22,180
19,0.05,50.0,0.24,45
19,0.05,50.0,0.26,0
19,0.05,50.0,0.28,90
19,0.05,50.0,0.3,135
19,0.05,50.0,0.32,180
19,0.05,50.0,0.34,135
19,0.05,50.0,0.36,0
19,0.05,50.0,0.38,90
19,0.05,50.0,0.4,0
19,0.05,50.0,0.42,90
19,0.05,50.0,0.44,45
19,0.05,50.0,0.46,0
19,0.05,50.0,0.48,45
19,0.05,50.0,0.5,45
19,0.05,50.0,0.52,45
19,0.05,50.0,0.54,45
19,0.05,50.0,0.56,135
19,0.05,50.0,0.58,180
19,0.05,50.0,0.6,135
19,0.05,50.0,0.62,135
19,0.05,50.0,0.64,45
19,0.05,50.0,0.66,0
19,0.05,50.0,0.68,0
19,0.05,50.0,0.7000000000000001,135
19,0.05,50.0,0.72,0
19,0.05,50.0,0.74,0
19,0.05,100.0,0.0,0
19,0.05,100.0,0.02,135
19,0.05,100.0,0.04,45
19,0.05,100.0,0.06,45
19,0.05,100.0,0.08,90
19,0.05,100.0,0.1,90
19,0.05,100.0,0.12,90
19,0.05,100.0,0.14,45
19,0.05,100.0,0.16,135
19,0.05,100.0,0.18,45
19,0.05,100.0,0.2,180
19,0.05,100.0,0.22,135
19,0.05,100.0,0.24,135
19,0.05,100.0,0.26,135
19,0.05,100.0,0.28,90
19,0.05,100.0,0.3,45
19,0.05,100.0,0.32,135
19,0.05,100.0,0.34,45
19,0.05,100.0,0.36,45
19,0.05,100.0,0.38,180
19,0.05,100.0,0.4,45
19,0.05,100.0,0.42,180
19,0.05,100.0,0.44,180
19,0.05,100.0,0.46,135
19,0.05,100.0,0.48,135
19,0.05,100.0,0.5,0
19,0.05,100.0,0.52,45
19,0.05,100.0,0.54,135
19,0.05,100.0,0.56,90
19,0.05,100.0,0.58,45
19,0.05,100.0,0.6,45
19,0.05,100.0,0.62,135
19,0.05,100.0,0.64,90
19,0.05,100.0,0.66,90
19,0.05,100.0,0.68,90
19,0.05,100.0,0.7000000000000001,135
19,0.05,100.0,0.72,180
19,0.05,100.0,0.74,180
10,0.1,0.0,0.0,0
10,0.1,0.0,0.02,0
10,0.1,0.0,0.04,0
10,0.1,0.0,0.06,135
10,0.1,0.0,0.08,0
10,0.1,0.0,0.1,0
10,0.1,0.0,0.12,0
10,0.1,0.0,0.14,0
10,0.1,0.0,0.16,0
10,0.1,0.0,0.18,0
10,0.1,0.0,0.2,0
10,0.1,0.0,0.22,0
10,0.1,0.0,0.24,0
10,0.1,0.0,0.26,0
10,0.1,0.0,0.28,0
10,0.1,0.0,0.3,0
10,0.1,0.0,0.32,0
10,0.1,0.0,0.34,0
10,0.1,0.0,0.36,0
10,0.1,0.0,0.38,0
10,0.1,0.0,0.4,0
10,0.1,0.0,0.42,0
10,0.1,0.0,0.44,0
10,0.1,0.0,0.46,0
10,0.1,0.0,0.48,90
10,0.1,0.0,0.5,0
10,0.1,0.0,0.52,0
10,0.1,0.0,0.54,0
10,0.1,0.0,0.56,0
10,0.1,0.0,0.58,0
10,0.1,0.0,0.6,0
10,0.1,0.0,0.62,0
10,0.1,0.0,0.64,0
10,0.1,0.0,0.66,0
10,0.1,0.0,0.68,0
10,0.1,0.0,0.7000000000000001,0
10,0.1,0.0,0.72,0
10,0.1,0.0,0.74,0
10,0.1,5.0,0.0,0
10,0.1,5.0,0.02,0
10,0.1,5.0,0.04,0
10,0.1,5.0,0.06,0
10,0.1,5.0,0.08,0
10,0.1,5.0,0.1,0
10,0.1,5.0,0.12,0
10,0.1,5.0,0.14,0
10,0.1,5.0,0.16,0
10,0.1,5.0,0.18,0
10,0.1,5.0,0.2,0
10,0.1,5.0,0.22,0
10,0.1,5.0,0.24,0
10,0.1,5.0,0.26,0
10,0.1,5.0,0.28,0
10,0.1,5.0,0.3,0
10,0.1,5.0,0.32,45
10,0.1,5.0,0.34,0
10,0.1,5.0,0.36,0
10,0.1,5.0,0.38,0
10,0.1,5.0,0.4,0
10,0.1,5.0,0.42,0
10,0.1,5.0,0.44,0
10,0.1,5.0,0.46,0
10,0.1,5.0,0.48,0
10,0.1,5.0,0.5,0
10,0.1,5.0,0.52,0
10,0.1,5.0,0.54,0
10,0.1,5.0,0.56,0
10,0.1,5.0,0.58,0
10,0.1,5.0,0.6,180
10,0.1,5.0,0.62,135
10,0.1,5.0,0.64,135
10,0.1,5.0,0.66,90
10,0.1,5.0,0.68,0
10,0.1,5.0,0.7000000000000001,45
10,0.1,5.0,0.72,0
10,0.1,5.0,0.74,90
10,0.1,10.0,0.0,0
10,0.1,10.0,0.02,0
10,0.1,10.0,0.04,45
10,0.1,10.0,0.06,0
10,0.1,10.0,0.08,0
10,0.1,10.0,0.1,135
10,0.1,10.0,0.12,180
10,0.1,10.0,0.14,180
10,0.1,10.0,0.16,0
10,0.1,10.0,0.18,0
10,0.1,10.0,0.2,0
10,0.1,10.0,0.22,0
10,0.1,10.0,0.24,0
10,0.1,10.0,0.26,0
10,0.1,10.0,0.28,0
10,0.1,10.0,0.3,135
10,0.1,10.0,0.32,135
10,0.1,10.0,0.34,135
10,0.1,10.0,0.36,135
10,0.1,10.0,0.38,0
10,0.1,10.0,0.4,0
10,0.1,10.0,0.42,0
10,0.1,10.0,0.44,135
10,0.1,10.0,0.46,90
10,0.1,10.0,0.48,135
10,0.1,10.0,0.5,45
10,0.1,10.0,0.52,0
10,0.1,10.0,0.54,90
10,0.1,10.0,0.56,0
10,0.1,10.0,0.58,0
10,0.1,10.0,0.6,0
10,0.1,10.0,0.62,45
10,0.1,10.0,0.64,0
10,0.1,10.0,0.66,0
10,0.1,10.0,0.68,0
10,0.1,10.0,0.7000000000000001,0
10,0.1,10.0,0.72,0
10,0.1,10.0,0.74,0
10,0.1,15.0,0.0,0
10,0.1,15.0,0.02,45
10,0.1,15.0,0.04,45
10,0.1,15.0,0.06,0
10,0.1,15.0,0.08,0
10,0.1,15.0,0.1,45
10,0.1,15.0,0.12,0
10,0.1,15.0,0.14,0
10,0.1,15.0,0.16,0
10,0.1,15.0,0.18,0
10,0.1,15.0,0.2,45
10,0.1,15.0,0.22,0
10,0.1,15.0,0.24,0
10,0.1,15.0,0.26,90
10,0.1,15.0,0.28,0
10,0.1,15.0,0.3,0
10,0.1,15.0,0.32,90
10,0.1,15.0,0.34,0
10,0.1,15.0,0.36,0
10,0.1,15.0,0.38,0
10,0.1,15.0,0.4,45
10,0.1,15.0,0.42,0
10,0.1,15.0,0.44,0
10,0.1,15.0,0.46,0
10,0.1,15.0,0.48,0
10,0.1,15.0,0.5,0
10,0.1,15.0,0.52,0
10,0.1,15.0,0.54,45
10,0.1,15.0,0.56,0
10,0.1,15.0,0.58,0
10,0.1,15.0,0.6,0
10,0.1,15.0,0.62,0
10,0.1,15.0,0.64,135
10,0.1,15.0,0.66,135
10,0.1,15.0,0.68,0
10,0.1,15.0,0.7000000000000001,0
10,0.1,15.0,0.72,0
10,0.1,15.0,0.74,90
10,0.1,20.0,0.0,0
10,0.1,20.0,0.02,0
