seed,DX,D_diff,time,error
10,0.2,10.0,0.02,0.35004163436253327
10,0.2,10.0,0.04,0.35655706264529896
10,0.2,10.0,0.06,0.3618346758224326
10,0.2,10.0,0.08,0.36962380280623225
10,0.2,10.0,0.1,0.37094566510064486
10,0.2,10.0,0.12,0.3653170507746663
10,0.2,10.0,0.14,0.3605460115707498
10,0.2,10.0,0.16,0.347721121140886
10,0.2,10.0,0.18,0.3314269891004377
10,0.2,10.0,0.2,0.32080762874823004
10,0.2,10.0,0.22,0.31612966792604325
10,0.2,10.0,0.24,0.31344604327022624
10,0.2,10.0,0.26,0.3074277365567538
10,0.2,10.0,0.28,0.30356108308364493
10,0.2,10.0,0.3,0.2950873771991573
10,0.2,10.0,0.32,0.29099649400045324
10,0.2,10.0,0.34,0.2874032085119151
10,0.2,10.0,0.36,0.28789309734084567
10,0.2,10.0,0.38,0.28468703160294556
10,0.2,10.0,0.4,0.27827228268354387
10,0.2,10.0,0.42,0.2790496583086133
10,0.2,10.0,0.44,0.27380664411477434
10,0.2,10.0,0.46,0.2694800149589994
10,0.2,10.0,0.48,0.26471075871968874
10,0.2,10.0,0.5,0.2596265103544667
10,0.2,10.0,0.52,0.25188111199231933
10,0.2,10.0,0.54,0.2674844429213523
10,0.2,10.0,0.56,0.2792951542242316
10,0.2,10.0,0.58,0.27738474707966587
10,0.2,10.0,0.6,0.2773716234011661
10,0.2,10.0,0.62,0.2742986982954859
10,0.2,10.0,0.64,0.27874224235377804
10,0.2,10.0,0.66,0.27387108156436346
10,0.2,10.0,0.68,0.2690952439103413
10,0.2,10.0,0.7000000000000001,0.27073794540218693
10,0.2,10.0,0.72,0.26979951757695037
10,0.2,10.0,0.74,0.2663602927854199
10,0.2,15.0,0.0,0.4092679865771373
10,0.2,15.0,0.02,0.37312712344972926
10,0.2,15.0,0.04,0.3680370420755068
10,0.2,15.0,0.06,0.3592784583539397
10,0.2,15.0,0.08,0.3323491729493165
10,0.2,15.0,0.1,0.31459449007536083
10,0.2,15.0,0.12,0.29986355706149065
10,0.2,15.0,0.14,0.2950669141744452
10,0.2,15.0,0.16,0.29179256593194225
10,0.2,15.0,0.18,0.2779074802808875
10,0.2,15.0,0.2,0.2765517915063781
10,0.2,15.0,0.22,0.29021797300583047
10,0.2,15.0,0.24,0.28810026343788087
10,0.2,15.0,0.26,0.2870352587570787
10,0.2,15.0,0.28,0.2742251992469645
10,0.2,15.0,0.3,0.2720799193511265
10,0.2,15.0,0.32,0.26789211404816315
10,0.2,15.0,0.34,0.26431748121019916
10,0.2,15.0,0.36,0.26854932933713
10,0.2,15.0,0.38,0.27245325329914777
10,0.2,15.0,0.4,0.2711140290192482
10,0.2,15.0,0.42,0.2706770074917244
10,0.2,15.0,0.44,0.2693489158546952
10,0.2,15.0,0.46,0.2595433258209256
10,0.2,15.0,0.48,0.2670614132088421
10,0.2,15.0,0.5,0.2643952426065195
10,0.2,15.0,0.52,0.26238385169783357
10,0.2,15.0,0.54,0.264995345447703
10,0.2,15.0,0.56,0.27094674828473464
10,0.2,15.0,0.58,0.273405640119568
10,0.2,15.0,0.6,0.2698322622130007
10,0.2,15.0,0.62,0.27449683131419206
10,0.2,15.0,0.64,0.27081329305547336
10,0.2,15.0,0.66,0.26742697307201363
10,0.2,15.0,0.68,0.26708424917923307
10,0.2,15.0,0.7000000000000001,0.26294022379904264
10,0.2,15.0,0.72,0.26387826187150293
10,0.2,15.0,0.74,0.25906827495277074
10,0.2,20.0,0.0,0.3759078636449017
10,0.2,20.0,0.02,0.37915692380758725
10,0.2,20.0,0.04,0.3810622040008783
10,0.2,20.0,0.06,0.3760635763123708
10,0.2,20.0,0.08,0.34621490165736485
10,0.2,20.0,0.1,0.3228550822270382
10,0.2,20.0,0.12,0.30940206882854926
10,0.2,20.0,0.14,0.3023827593551065
10,0.2,20.0,0.16,0.298736247299407
10,0.2,20.0,0.18,0.29275923224395656
10,0.2,20.0,0.2,0.28532837461793964
10,0.2,20.0,0.22,0.2838492007155646
10,0.2,20.0,0.24,0.278625006683045
10,0.2,20.0,0.26,0.2917146210613035
10,0.2,20.0,0.28,0.29503424670148287
10,0.2,20.0,0.3,0.2948418857373804
10,0.2,20.0,0.32,0.2919794114243285
10,0.2,20.0,0.34,0.2920411214902022
10,0.2,20.0,0.36,0.28787290038358776
10,0.2,20.0,0.38,0.2893599532577281
10,0.2,20.0,0.4,0.2868953655624759
10,0.2,20.0,0.42,0.28898902986117014
10,0.2,20.0,0.44,0.288636326273178
10,0.2,20.0,0.46,0.2900682265450777
10,0.2,20.0,0.48,0.29439591026719525
10,0.2,20.0,0.5,0.29096189731293476
10,0.2,20.0,0.52,0.2890775440979511
10,0.2,20.0,0.54,0.29507510543548393
10,0.2,20.0,0.56,0.2974347411817169
10,0.2,20.0,0.58,0.28449092572096996
10,0.2,20.0,0.6,0.2793354787872269
10,0.2,20.0,0.62,0.2927300769212604
10,0.2,20.0,0.64,0.2981072891832196
10,0.2,20.0,0.66,0.28580720968652606
10,0.2,20.0,0.68,0.27862186287240004
10,0.2,20.0,0.7000000000000001,0.27659115215074465
10,0.2,20.0,0.72,0.2771036106999356
10,0.2,20.0,0.74,0.2979713133948486
10,0.2,25.0,0.0,0.39615297001483973
10,0.2,25.0,0.02,0.37763214823723557
10,0.2,25.0,0.04,0.3728720284981305
10,0.2,25.0,0.06,0.3657184316214811
10,0.2,25.0,0.08,0.3637121347681577
10,0.2,25.0,0.1,0.36332217618264795
10,0.2,25.0,0.12,0.34902053063741495
10,0.2,25.0,0.14,0.34083361325480493
10,0.2,25.0,0.16,0.3209986204972259
10,0.2,25.0,0.18,0.31230620879760496
10,0.2,25.0,0.2,0.3066454323972343
10,0.2,25.0,0.22,0.30849934589157146
10,0.2,25.0,0.24,0.3032100731699675
10,0.2,25.0,0.26,0.2989908158506008
10,0.2,25.0,0.28,0.2917508225922411
10,0.2,25.0,0.3,0.2898621276384307
10,0.2,25.0,0.32,0.28394271212698785
10,0.2,25.0,0.34,0.2836862999880114
10,0.2,25.0,0.36,0.2871138177482134
10,0.2,25.0,0.38,0.2950527189746829
10,0.2,25.0,0.4,0.3007500537212773
10,0.2,25.0,0.42,0.2978374232608711
10,0.2,25.0,0.44,0.2868673908120391
10,0.2,25.0,0.46,0.2920043130278873
10,0.2,25.0,0.48,0.30015489862567046
10,0.2,25.0,0.5,0.29469969590953143
10,0.2,25.0,0.52,0.2897647779736834
10,0.2,25.0,0.54,0.2940970530570609
10,0.2,25.0,0.56,0.28803529785875315
10,0.2,25.0,0.58,0.2895929639184777
10,0.2,25.0,0.6,0.2944258892842715
10,0.2,25.0,0.62,0.2926504569081174
10,0.2,25.0,0.64,0.28355052638166667
10,0.2,25.0,0.66,0.27889135532345566
10,0.2,25.0,0.68,0.27611528212519276
10,0.2,25.0,0.7000000000000001,0.28958722636380024
10,0.2,25.0,0.72,0.29748215010422197
10,0.2,25.0,0.74,0.29438656031238397
10,0.2,30.0,0.0,0.40408481710409355
10,0.2,30.0,0.02,0.34732181203231055
10,0.2,30.0,0.04,0.3189136176059327
10,0.2,30.0,0.06,0.3316934749065468
10,0.2,30.0,0.08,0.33012455853631617
10,0.2,30.0,0.1,0.3240012480447022
10,0.2,30.0,0.12,0.332764386006293
10,0.2,30.0,0.14,0.33356556578207
10,0.2,30.0,0.16,0.32397312430604613
10,0.2,30.0,0.18,0.31121273578105135
10,0.2,30.0,0.2,0.3055505617375989
10,0.2,30.0,0.22,0.3024060869656806
10,0.2,30.0,0.24,0.3073461986111435
10,0.2,30.0,0.26,0.3020562694919255
10,0.2,30.0,0.28,0.29415472331608417
10,0.2,30.0,0.3,0.30000840173765425
10,0.2,30.0,0.32,0.3051003695989801
10,0.2,30.0,0.34,0.30665067514023175
10,0.2,30.0,0.36,0.2981815698628261
10,0.2,30.0,0.38,0.28860351520972793
10,0.2,30.0,0.4,0.28762821734769467
10,0.2,30.0,0.42,0.2866394715092138
10,0.2,30.0,0.44,0.28874286093013113
10,0.2,30.0,0.46,0.28860656106042626
10,0.2,30.0,0.48,0.3003927204724121
10,0.2,30.0,0.5,0.30588956738939377
10,0.2,30.0,0.52,0.3029578770796364
10,0.2,30.0,0.54,0.2956353570571156
10,0.2,30.0,0.56,0.2876532256014409
10,0.2,30.0,0.58,0.278847165188801
10,0.2,30.0,0.6,0.27364006010950737
10,0.2,30.0,0.62,0.2740626111789528
10,0.2,30.0,0.64,0.2959904633863294
10,0.2,30.0,0.66,0.2924486503037551
10,0.2,30.0,0.68,0.28215683752600634
10,0.2,30.0,0.7000000000000001,0.28165159004341467
10,0.2,30.0,0.72,0.27392346447700366
10,0.2,30.0,0.74,0.2784475882879417
10,0.2,40.0,0.0,0.41527551569183174
10,0.2,40.0,0.02,0.4054204895144336
10,0.2,40.0,0.04,0.38739061412107284
10,0.2,40.0,0.06,0.37376487169148986
10,0.2,40.0,0.08,0.34635763710793654
10,0.2,40.0,0.1,0.3292370306041528
10,0.2,40.0,0.12,0.3523742946933255
10,0.2,40.0,0.14,0.3837413472552726
10,0.2,40.0,0.16,0.40288852610049924
10,0.2,40.0,0.18,0.3795358080790146
10,0.2,40.0,0.2,0.3615184024561929
10,0.2,40.0,0.22,0.34107576107306725
10,0.2,40.0,0.24,0.34654502891451594
10,0.2,40.0,0.26,0.3479223707828826
10,0.2,40.0,0.28,0.34308464747785705
10,0.2,40.0,0.3,0.33103023598089
10,0.2,40.0,0.32,0.32409108544210286
10,0.2,40.0,0.34,0.3433791284651045
10,0.2,40.0,0.36,0.3373205618167354
10,0.2,40.0,0.38,0.32746111662867705
10,0.2,40.0,0.4,0.32882672295273463
10,0.2,40.0,0.42,0.32267195197702564
10,0.2,40.0,0.44,0.31197263293566346
10,0.2,40.0,0.46,0.3073575130594096
10,0.2,40.0,0.48,0.31319073402957875
10,0.2,40.0,0.5,0.31697871869084415
10,0.2,40.0,0.52,0.30518026815844224
10,0.2,40.0,0.54,0.29356492078959895
10,0.2,40.0,0.56,0.28761953455985506
10,0.2,40.0,0.58,0.28731122801117176
10,0.2,40.0,0.6,0.3029915216493706
10,0.2,40.0,0.62,0.30966194968753036
10,0.2,40.0,0.64,0.3061110212388174
10,0.2,40.0,0.66,0.30353085594055135
10,0.2,40.0,0.68,0.2908236198374896
10,0.2,40.0,0.7000000000000001,0.30477767894842966
10,0.2,40.0,0.72,0.32281994354992527
10,0.2,40.0,0.74,0.3183800757741318
10,0.2,50.0,0.0,0.41646220795369765
10,0.2,50.0,0.02,0.36547945166604423
10,0.2,50.0,0.04,0.3719407016659953
10,0.2,50.0,0.06,0.35729608363976323
10,0.2,50.0,0.08,0.33536473261198196
10,0.2,50.0,0.1,0.3177641748280326
10,0.2,50.0,0.12,0.32649539508987324
10,0.2,50.0,0.14,0.3161995309948497
10,0.2,50.0,0.16,0.3018354999657084
10,0.2,50.0,0.18,0.29705175523729366
10,0.2,50.0,0.2,0.2944048945269857
10,0.2,50.0,0.22,0.2927450778338267
10,0.2,50.0,0.24,0.29323348842754754
10,0.2,50.0,0.26,0.30838127246770874
10,0.2,50.0,0.28,0.3205390141463682
10,0.2,50.0,0.3,0.3205944986743523
10,0.2,50.0,0.32,0.31888772538032467
10,0.2,50.0,0.34,0.31211443070036393
10,0.2,50.0,0.36,0.31084943796832015
10,0.2,50.0,0.38,0.3214892865029888
10,0.2,50.0,0.4,0.3299132673224509
10,0.2,50.0,0.42,0.3348846338942295
10,0.2,50.0,0.44,0.3384815636089824
10,0.2,50.0,0.46,0.3290867097435625
10,0.2,50.0,0.48,0.3234464608679064
10,0.2,50.0,0.5,0.32517431554958665
10,0.2,50.0,0.52,0.32205066564474893
10,0.2,50.0,0.54,0.32353621947454625
10,0.2,50.0,0.56,0.32743872494475856
10,0.2,50.0,0.58,0.3289811186941265
10,0.2,50.0,0.6,0.32940530492147163
10,0.2,50.0,0.62,0.33463503030619207
10,0.2,50.0,0.64,0.33784074991851
10,0.2,50.0,0.66,0.3380225144146354
10,0.2,50.0,0.68,0.3387713791212726
10,0.2,50.0,0.7000000000000001,0.33878261367457185
10,0.2,50.0,0.72,0.3388204899805738
10,0.2,50.0,0.74,0.3385145196694797
10,0.2,100.0,0.0,0.4087979050367666
10,0.2,100.0,0.02,0.369176132721797
10,0.2,100.0,0.04,0.36164352349886264
10,0.2,100.0,0.06,0.3642665467717591
10,0.2,100.0,0.08,0.35416827254113287
10,0.2,100.0,0.1,0.3753445826143252
10,0.2,100.0,0.12,0.3758959335907617
10,0.2,100.0,0.14,0.3669611482692204
10,0.2,100.0,0.16,0.37654375718218364
10,0.2,100.0,0.18,0.37659536944849265
10,0.2,100.0,0.2,0.3746616538470923
10,0.2,100.0,0.22,0.3682570600063852
10,0.2,100.0,0.24,0.36152247970677714
10,0.2,100.0,0.26,0.3565102341963962
10,0.2,100.0,0.28,0.36140902887170284
10,0.2,100.0,0.3,0.3539024554404502
10,0.2,100.0,0.32,0.3574822606300175
10,0.2,100.0,0.34,0.35955661307297
10,0.2,100.0,0.36,0.3602477758122754
10,0.2,100.0,0.38,0.36196418294160526
10,0.2,100.0,0.4,0.3739336991210947
10,0.2,100.0,0.42,0.3886377586900903
10,0.2,100.0,0.44,0.3839950920623854
10,0.2,100.0,0.46,0.3655333685664133
10,0.2,100.0,0.48,0.3788532838405527
10,0.2,100.0,0.5,0.3824864674119147
10,0.2,100.0,0.52,0.3713810806349831
10,0.2,100.0,0.54,0.36227911714348626
10,0.2,100.0,0.56,0.3498233601079798
10,0.2,100.0,0.58,0.3393629412313604
10,0.2,100.0,0.6,0.32241495501447376
10,0.2,100.0,0.62,0.31320031998597414
10,0.2,100.0,0.64,0.3145110352538571
10,0.2,100.0,0.66,0.31882730730513503
10,0.2,100.0,0.68,0.3160787715280628
10,0.2,100.0,0.7000000000000001,0.3354179577354055
10,0.2,100.0,0.72,0.337284807584244
10,0.2,100.0,0.74,0.33484005529714334
11,0.2,0.0,0.0,0.38705966818963944
11,0.2,0.0,0.02,0.3359104421302998
11,0.2,0.0,0.04,0.33001104316324475
11,0.2,0.0,0.06,0.3200565722904606
11,0.2,0.0,0.08,0.3370651185744061
11,0.2,0.0,0.1,0.3182785935497191
11,0.2,0.0,0.12,0.3054471941433338
11,0.2,0.0,0.14,0.30388427372469756
11,0.2,0.0,0.16,0.29664806206178274
11,0.2,0.0,0.18,0.2891093967240314
11,0.2,0.0,0.2,0.2808842682159883
11,0.2,0.0,0.22,0.2803624074595529
11,0.2,0.0,0.24,0.2801233564059054
11,0.2,0.0,0.26,0.2880048053191991
11,0.2,0.0,0.28,0.285516394809502
11,0.2,0.0,0.3,0.29037576291572986
11,0.2,0.0,0.32,0.2867612699687459
11,0.2,0.0,0.34,0.2803428629288548
11,0.2,0.0,0.36,0.28039838024151414
11,0.2,0.0,0.38,0.2765597084549588
11,0.2,0.0,0.4,0.27552591913679464
11,0.2,0.0,0.42,0.28428673937376747
11,0.2,0.0,0.44,0.28503265295630337
11,0.2,0.0,0.46,0.2812470030908616
11,0.2,0.0,0.48,0.28196485981091074
11,0.2,0.0,0.5,0.2800886483846773
11,0.2,0.0,0.52,0.27363708420299826
11,0.2,0.0,0.54,0.2747653793922195
11,0.2,0.0,0.56,0.2780211629459485
11,0.2,0.0,0.58,0.27837094792991224
11,0.2,0.0,0.6,0.28085853792329263
11,0.2,0.0,0.62,0.28102436076802084
11,0.2,0.0,0.64,0.27942888703716373
11,0.2,0.0,0.66,0.2833961625435251
11,0.2,0.0,0.68,0.284466410729502
11,0.2,0.0,0.7000000000000001,0.28032064223766534
11,0.2,0.0,0.72,0.27321534512949264
11,0.2,0.0,0.74,0.2736382004075525
11,0.2,5.0,0.0,0.4269680757469127
11,0.2,5.0,0.02,0.38444065738065575
11,0.2,5.0,0.04,0.3776240930039266
11,0.2,5.0,0.06,0.3699223916606022
11,0.2,5.0,0.08,0.3564666053884972
11,0.2,5.0,0.1,0.3463912456009389
11,0.2,5.0,0.12,0.33988266743577716
11,0.2,5.0,0.14,0.3295630845387136
11,0.2,5.0,0.16,0.3201236833601074
11,0.2,5.0,0.18,0.3173206860194785
11,0.2,5.0,0.2,0.3149659421735213
11,0.2,5.0,0.22,0.29977357594935167
11,0.2,5.0,0.24,0.2935383618733008
11,0.2,5.0,0.26,0.2837304790582436
11,0.2,5.0,0.28,0.26380302683314766
11,0.2,5.0,0.3,0.2568799421702078
11,0.2,5.0,0.32,0.25701574566821733
11,0.2,5.0,0.34,0.265199480335438
11,0.2,5.0,0.36,0.2645338548790475
11,0.2,5.0,0.38,0.26588934311036655
11,0.2,5.0,0.4,0.2701233012330263
11,0.2,5.0,0.42,0.275540441856756
11,0.2,5.0,0.44,0.2752781473162585
11,0.2,5.0,0.46,0.2701604273477126
11,0.2,5.0,0.48,0.26811729593500566
11,0.2,5.0,0.5,0.26769687357695837
11,0.2,5.0,0.52,0.26703829898524645
11,0.2,5.0,0.54,0.26415610939426926
11,0.2,5.0,0.56,0.2593665248090257
11,0.2,5.0,0.58,0.2600040420189441
11,0.2,5.0,0.6,0.26331474672833666
11,0.2,5.0,0.62,0.2672186676675471
11,0.2,5.0,0.64,0.2677334091772656
11,0.2,5.0,0.66,0.26687870961474824
11,0.2,5.0,0.68,0.26867387636865936
11,0.2,5.0,0.7000000000000001,0.26704756416443554
11,0.2,5.0,0.72,0.2644689694270359
11,0.2,5.0,0.74,0.25765391694810236
11,0.2,10.0,0.0,0.3924343926945889
11,0.2,10.0,0.02,0.35263763299067896
11,0.2,10.0,0.04,0.35326605737084743
11,0.2,10.0,0.06,0.36010710414491254
11,0.2,10.0,0.08,0.33841038703530796
11,0.2,10.0,0.1,0.3290536521317152
11,0.2,10.0,0.12,0.31928507356576
11,0.2,10.0,0.14,0.31453797791416155
11,0.2,10.0,0.16,0.3084650399674772
11,0.2,10.0,0.18,0.30399813899483047
11,0.2,10.0,0.2,0.3006740840676991
11,0.2,10.0,0.22,0.3021949448966507
11,0.2,10.0,0.24,0.29914443372898647
11,0.2,10.0,0.26,0.2902880104519243
11,0.2,10.0,0.28,0.2908278269965351
11,0.2,10.0,0.3,0.28686660072984294
11,0.2,10.0,0.32,0.2828468558343073
11,0.2,10.0,0.34,0.28364573657684816
11,0.2,10.0,0.36,0.28437005638598595
11,0.2,10.0,0.38,0.28516166153754624
11,0.2,10.0,0.4,0.2803530582995869
11,0.2,10.0,0.42,0.27525378761208025
11,0.2,10.0,0.44,0.2634154103824625
11,0.2,10.0,0.46,0.25436701896290786
11,0.2,10.0,0.48,0.25057486711134547
11,0.2,10.0,0.5,0.24950755682037645
11,0.2,10.0,0.52,0.2600302091505027
11,0.2,10.0,0.54,0.26030758741382254
11,0.2,10.0,0.56,0.2631688665627896
11,0.2,10.0,0.58,0.2658028627704119
11,0.2,10.0,0.6,0.26466124773673566
11,0.2,10.0,0.62,0.2601643261501334
11,0.2,10.0,0.64,0.2577156378790979
11,0.2,10.0,0.66,0.25699590695645963
11,0.2,10.0,0.68,0.2589204139077411
11,0.2,10.0,0.7000000000000001,0.2622202928595828
11,0.2,10.0,0.72,0.25436167059952597
11,0.2,10.0,0.74,0.24469977284284486
11,0.2,15.0,0.0,0.3951235551141348
11,0.2,15.0,0.02,0.37475669030768927
11,0.2,15.0,0.04,0.38130791946049925
11,0.2,15.0,0.06,0.381460994764118
11,0.2,15.0,0.08,0.37650300527778346
11,0.2,15.0,0.1,0.3564188459627273
11,0.2,15.0,0.12,0.33510156978447186
11,0.2,15.0,0.14,0.3302936546189131
11,0.2,15.0,0.16,0.3225689548613682
11,0.2,15.0,0.18,0.3164679214356078
11,0.2,15.0,0.2,0.3131970783713985
11,0.2,15.0,0.22,0.3035160384130933
11,0.2,15.0,0.24,0.2998634957433321
11,0.2,15.0,0.26,0.30028780786064946
11,0.2,15.0,0.28,0.30641403325202504
11,0.2,15.0,0.3,0.30769371939936674
11,0.2,15.0,0.32,0.3002466976951755
11,0.2,15.0,0.34,0.29138583004165264
11,0.2,15.0,0.36,0.28209974080357386
11,0.2,15.0,0.38,0.2772761678917826
11,0.2,15.0,0.4,0.2792468250950576
11,0.2,15.0,0.42,0.2692754652078778
11,0.2,15.0,0.44,0.26809907321087584
11,0.2,15.0,0.46,0.2863074636113899
11,0.2,15.0,0.48,0.29364738495783876
11,0.2,15.0,0.5,0.2978642848224457
11,0.2,15.0,0.52,0.29363265869770794
11,0.2,15.0,0.54,0.2913035697513219
11,0.2,15.0,0.56,0.28604885086998283
11,0.2,15.0,0.58,0.2787142662624553
11,0.2,15.0,0.6,0.27668580145742533
11,0.2,15.0,0.62,0.27583688425178265
11,0.2,15.0,0.64,0.2795652110608925
11,0.2,15.0,0.66,0.2808045720545442
11,0.2,15.0,0.68,0.2786249137757627
11,0.2,15.0,0.7000000000000001,0.27460374006088917
11,0.2,15.0,0.72,0.2710798952312982
11,0.2,15.0,0.74,0.2714422406578149
11,0.2,20.0,0.0,0.38223221533638946
11,0.2,20.0,0.02,0.3639787049997232
11,0.2,20.0,0.04,0.36357806212093513
11,0.2,20.0,0.06,0.36663113812041703
11,0.2,20.0,0.08,0.3458345617284638
11,0.2,20.0,0.1,0.32690165468017174
11,0.2,20.0,0.12,0.324189863189165
11,0.2,20.0,0.14,0.31588986242752853
11,0.2,20.0,0.16,0.3107014636656894
11,0.2,20.0,0.18,0.3121142920650653
11,0.2,20.0,0.2,0.30437367356867456
11,0.2,20.0,0.22,0.3053304891640657
11,0.2,20.0,0.24,0.30709945676620665
11,0.2,20.0,0.26,0.3031720793167793
11,0.2,20.0,0.28,0.2954332064510036
11,0.2,20.0,0.3,0.2914551648554884
11,0.2,20.0,0.32,0.287696435489305
11,0.2,20.0,0.34,0.2802748817108099
11,0.2,20.0,0.36,0.2813517573413383
11,0.2,20.0,0.38,0.27427999566884426
11,0.2,20.0,0.4,0.2616315430841515
11,0.2,20.0,0.42,0.265905997116644
11,0.2,20.0,0.44,0.26649604373099767
11,0.2,20.0,0.46,0.25935696335279623
11,0.2,20.0,0.48,0.2555355521136411
11,0.2,20.0,0.5,0.2553284586517048
11,0.2,20.0,0.52,0.26136814087722415
11,0.2,20.0,0.54,0.2755101309368912
11,0.2,20.0,0.56,0.2828844738364696
11,0.2,20.0,0.58,0.28719617045677126
11,0.2,20.0,0.6,0.28760398982193885
11,0.2,20.0,0.62,0.281241756521196
11,0.2,20.0,0.64,0.2738923717158904
11,0.2,20.0,0.66,0.27569346726137134
11,0.2,20.0,0.68,0.27441478798892
11,0.2,20.0,0.7000000000000001,0.27253127395136145
11,0.2,20.0,0.72,0.2659799701119612
11,0.2,20.0,0.74,0.26709169471082483
11,0.2,25.0,0.0,0.3938573012015186
11,0.2,25.0,0.02,0.38472137107311594
11,0.2,25.0,0.04,0.37948111081073654
11,0.2,25.0,0.06,0.3647701006471407
11,0.2,25.0,0.08,0.3546229602312884
11,0.2,25.0,0.1,0.33559791581789816
11,0.2,25.0,0.12,0.3217477800145191
11,0.2,25.0,0.14,0.34444040495448097
11,0.2,25.0,0.16,0.3439449692528466
11,0.2,25.0,0.18,0.32665863957657393
11,0.2,25.0,0.2,0.3167674778223326
11,0.2,25.0,0.22,0.3147355322762649
11,0.2,25.0,0.24,0.31031617804258177
11,0.2,25.0,0.26,0.3016371753579305
11,0.2,25.0,0.28,0.30650551048902774
11,0.2,25.0,0.3,0.3081030524887534
11,0.2,25.0,0.32,0.29377863806065785
11,0.2,25.0,0.34,0.29117574479496877
11,0.2,25.0,0.36,0.28542808758688354
11,0.2,25.0,0.38,0.2801783427065693
11,0.2,25.0,0.4,0.27344674927628765
11,0.2,25.0,0.42,0.28079015687299175
11,0.2,25.0,0.44,0.2797311640703493
11,0.2,25.0,0.46,0.2789949871139599
11,0.2,25.0,0.48,0.2726516937985844
11,0.2,25.0,0.5,0.2686557131875913
11,0.2,25.0,0.52,0.2797664285113732
11,0.2,25.0,0.54,0.28583194337378076
11,0.2,25.0,0.56,0.2785528411338842
11,0.2,25.0,0.58,0.2759588403766357
11,0.2,25.0,0.6,0.2767288902177568
11,0.2,25.0,0.62,0.28361098082092656
11,0.2,25.0,0.64,0.2826081932506444
11,0.2,25.0,0.66,0.2807582686829555
11,0.2,25.0,0.68,0.28444813160792404
